n_estimators,max_leaf_nodes,accuracy
30,29,0.9119801365611421
30,30,0.895270018621974
30,31,0.914183736809435
30,32,0.8963687150837989
30,33,0.9152948479205462
30,34,0.9119553072625697
30,35,0.9153258845437616
30,36,0.9175356921166976
30,37,0.9198013656114215
30,38,0.9175418994413407
30,39,0.9130912476722532
30,40,0.9208814400993172
30,41,0.9097268777157044
30,42,0.9119615145872129
30,43,0.9109062693978895
30,44,0.9086405959031657
30,45,0.9086405959031657
30,46,0.9164307883302296
30,47,0.9164307883302296
30,48,0.9153196772191186
30,49,0.9153196772191186
30,50,0.9153196772191186
31,10,0.8874984481688392
31,11,0.8808814400993172
31,12,0.9030974549968963
31,13,0.8941527001862198
31,14,0.90528243327126
31,15,0.8941589075108629
31,16,0.9063997517070141
31,17,0.8997517070142769
31,18,0.8930415890751087
31,19,0.894165114835506
31,20,0.9064245810055865
31,21,0.913078833022967
31,22,0.9208628181253878
31,23,0.916455617628802
31,24,0.9041837368094351
31,25,0.9219677219118558
31,26,0.9208690254500309
31,27,0.9097330850403476
31,28,0.9175481067659839
31,29,0.9097579143389198
31,30,0.9131036623215394
31,31,0.9153445065176908
31,32,0.9186343885785228
31,33,0.9287026691495965
31,34,0.91756052141527
31,35,0.9130477963997518
31,36,0.9119863438857851
31,37,0.9097330850403476
31,38,0.9231098696461825
31,39,0.9164432029795158
31,40,0.9175481067659839
31,41,0.9152948479205462
31,42,0.9119615145872129
31,43,0.9152948479205462
31,44,0.923078833022967
31,45,0.9164307883302296
31,46,0.9164307883302296
31,47,0.9164307883302296
31,48,0.9164307883302296
31,49,0.9030788330229671
31,50,0.9230850403476101
32,10,0.894165114835506
32,11,0.900869025450031
32,12,0.8808379888268156
32,13,0.9008938547486032
32,14,0.9120111731843575
32,15,0.9030974549968963
32,16,0.8986219739292365
32,17,0.9019490999379268
32,18,0.9041899441340782
32,19,0.8975356921166977
32,20,0.9142023587833643
32,21,0.9097517070142768
32,22,0.911973929236499
32,23,0.916455617628802
32,24,0.9041899441340782
32,25,0.8975170701427684
32,26,0.9119615145872129
32,27,0.9208814400993172
32,28,0.9230850403476101
32,29,0.9164183736809435
32,30,0.9130726256983239
32,31,0.9164245810055865
32,32,0.911973929236499
32,33,0.9153196772191186
32,34,0.9253507138423339
32,35,0.9208628181253878
32,36,0.9153258845437616
32,37,0.9186281812538795
32,38,0.9153196772191186
32,39,0.9186964618249535
32,40,0.9197641216635629
32,41,0.9130850403476101
32,42,0.9164183736809435
32,43,0.9231222842954686
32,44,0.9108876474239602
32,45,0.904177529484792
32,46,0.9130726256983239
32,47,0.9242458100558659
32,48,0.9064307883302296
32,49,0.9208752327746741
32,50,0.9208752327746741
33,10,0.8941961514587213
33,11,0.898659217877095
33,12,0.8864059590316573
33,13,0.8974984481688392
33,14,0.899764121663563
33,15,0.9131098696461825
33,16,0.9075232774674115
33,17,0.9030664183736808
33,18,0.8997454996896337
33,19,0.9052948479205462
33,20,0.90528243327126
33,21,0.9064121663563004
33,22,0.9175418994413407
33,23,0.9075294847920545
33,24,0.9164494103041589
33,25,0.9153320918684047
33,26,0.9086468032278088
33,27,0.9119863438857851
33,28,0.9119863438857851
33,29,0.9063997517070141
33,30,0.8963749224084421
33,31,0.8963687150837989
33,32,0.9153072625698323
33,33,0.9163997517070142
33,34,0.9164432029795158
33,35,0.9175543140906269
33,36,0.9197641216635629
33,37,0.9041589075108629
33,38,0.9186530105524519
33,39,0.9320297951582868
33,40,0.9131222842954687
33,41,0.9141899441340782
33,42,0.9141899441340782
33,43,0.9130974549968963
33,44,0.9130974549968963
33,45,0.9030602110490378
33,46,0.9219925512104284
33,47,0.9130726256983241
33,48,0.9097579143389198
33,49,0.9097579143389198
33,50,0.9208628181253878
34,10,0.8986405959031657
34,11,0.8896958410924892
34,12,0.8908255741775294
34,13,0.9108752327746741
34,14,0.900869025450031
34,15,0.9075108628181253
34,16,0.9097454996896339
34,17,0.9075170701427684
34,18,0.901973929236499
34,19,0.9097703289882061
34,20,0.9097517070142768
34,21,0.9142023587833643
34,22,0.9209000620732464
34,23,0.9075481067659839
34,24,0.9331346989447548
34,25,0.9320297951582868
34,26,0.9119553072625697
34,27,0.9164307883302296
34,28,0.9119925512104283
34,29,0.9163935443823711
34,30,0.9141713221601488
34,31,0.9052886405959031
34,32,0.9186530105524519
34,33,0.9175232774674115
34,34,0.9141713221601488
34,35,0.9153320918684047
34,36,0.9153196772191186
34,37,0.9142085661080074
34,38,0.9286840471756672
34,39,0.9298013656114215
34,40,0.9208690254500309
34,41,0.9175418994413407
34,42,0.9220111731843575
34,43,0.9108814400993172
34,44,0.9186530105524519
34,45,0.9130664183736809
34,46,0.9108193668528864
34,47,0.9141961514587212
34,48,0.9130664183736809
34,49,0.9130664183736809
34,50,0.9141961514587212
35,10,0.8975232774674116
35,11,0.8952824332712602
35,12,0.9008566108007449
35,13,0.8908752327746742
35,14,0.8952513966480448
35,15,0.891967721911856
35,16,0.9086405959031657
35,17,0.9075232774674115
35,18,0.9064369956548728
35,19,0.8963687150837989
35,20,0.8997020484171323
35,21,0.9108628181253879
35,22,0.9075170701427684
35,23,0.9142023587833643
35,24,0.9309062693978895
35,25,0.9108504034761017
35,26,0.9208938547486033
35,27,0.9097517070142768
35,28,0.9041837368094351
35,29,0.9142023587833643
35,30,0.9030415890751087
35,31,0.9153196772191186
35,32,0.9130726256983239
35,33,0.9108379888268157
35,34,0.9164121663563003
35,35,0.9142085661080074
35,36,0.9075108628181253
35,37,0.9164183736809435
35,38,0.9142023587833643
35,39,0.9230912476722531
35,40,0.9253445065176908
35,41,0.9153382991930478
35,42,0.924252017380509
35,43,0.9175294847920545
35,44,0.9175667287399131
35,45,0.9086654252017381
35,46,0.9086468032278088
35,47,0.9141961514587212
35,48,0.9153196772191186
35,49,0.9186343885785225
35,50,0.9186343885785225
36,10,0.8930974549968964
36,11,0.9008628181253879
36,12,0.8853010552451893
36,13,0.8964059590316573
36,14,0.8852576039726878
36,15,0.9063935443823713
36,16,0.9030664183736808
36,17,0.90756052141527
36,18,0.9131036623215396
36,19,0.8952576039726878
36,20,0.9130912476722534
36,21,0.9120049658597145
36,22,0.9097517070142768
36,23,0.9253258845437617
36,24,0.9142147734326505
36,25,0.9041713221601491
36,26,0.9108566108007448
36,27,0.9075108628181253
36,28,0.9130974549968963
36,29,0.9275729360645562
36,30,0.9142085661080074
36,31,0.9219925512104282
36,32,0.9086343885785226
36,33,0.9231160769708258
36,34,0.9209000620732464
36,35,0.9253382991930479
36,36,0.9086468032278088
36,37,0.9163997517070142
36,38,0.9153258845437616
36,39,0.9220111731843575
36,40,0.9242271880819366
36,41,0.9131036623215394
36,42,0.9197765363128492
36,43,0.9164494103041589
36,44,0.9063997517070141
36,45,0.9086219739292364
36,46,0.9153382991930478
36,47,0.9186095592799504
36,48,0.9186095592799504
36,49,0.9174984481688391
36,50,0.9164245810055865
37,10,0.8830291744258225
37,11,0.9030788330229671
37,12,0.8897082557417754
37,13,0.894177529484792
37,14,0.9142209807572936
37,15,0.9075232774674115
37,16,0.9041961514587212
37,17,0.9108566108007448
37,18,0.9097454996896337
37,19,0.9041961514587212
37,20,0.8997454996896337
37,21,0.9120049658597145
37,22,0.918665425201738
37,23,0.9119801365611421
37,24,0.918665425201738
37,25,0.9175543140906269
37,26,0.9086405959031657
37,27,0.9086281812538795
37,28,0.9175418994413407
37,29,0.9164121663563003
37,30,0.9186778398510242
37,31,0.9164369956548727
37,32,0.9153010552451892
37,33,0.9242333954065798
37,34,0.9219987585350713
37,35,0.9219987585350713
37,36,0.9141961514587212
37,37,0.9153258845437616
37,38,0.9286778398510241
37,39,0.9119801365611421
37,40,0.9130912476722532
37,41,0.9230974549968962
37,42,0.9097579143389198
37,43,0.9153072625698323
37,44,0.9186592178770949
37,45,0.919770328988206
37,46,0.9197579143389198
37,47,0.9231160769708255
37,48,0.9164369956548727
37,49,0.9119490999379266
37,50,0.9152948479205462
38,10,0.8963997517070142
38,11,0.9019677219118559
38,12,0.8930788330229671
38,13,0.9019863438857852
38,14,0.9075418994413408
38,15,0.9020111731843576
38,16,0.9064059590316573
38,17,0.9041837368094351
38,18,0.9086281812538795
38,19,0.9063935443823713
38,20,0.9153010552451892
38,21,0.9130912476722532
38,22,0.911973929236499
38,23,0.9086219739292364
38,24,0.901973929236499
38,25,0.9108752327746741
38,26,0.9131036623215394
38,27,0.9052638112973309
38,28,0.9141899441340783
38,29,0.9075170701427684
38,30,0.9063997517070141
38,31,0.9041589075108629
38,32,0.9008317815021727
38,33,0.9108628181253879
38,34,0.9108938547486034
38,35,0.9075294847920545
38,36,0.9053072625698324
38,37,0.9163997517070142
38,38,0.9086468032278088
38,39,0.9175481067659839
38,40,0.913078833022967
38,41,0.9052886405959031
38,42,0.9219801365611421
38,43,0.9231222842954686
38,44,0.9164183736809435
38,45,0.919770328988206
38,46,0.9219987585350713
38,47,0.9219925512104282
38,48,0.9219925512104282
38,49,0.9164245810055865
38,50,0.9175356921166976
39,10,0.9030850403476102
39,11,0.9131098696461825
39,12,0.9019863438857852
39,13,0.9041899441340782
39,14,0.9108566108007448
39,15,0.9108566108007448
39,16,0.9108876474239602
39,17,0.9030415890751087
39,18,0.9008752327746741
39,19,0.9042209807572936
39,20,0.8963873370577282
39,21,0.9142085661080074
39,22,0.9075232774674115
39,23,0.9075108628181253
39,24,0.9097330850403476
39,25,0.9130850403476101
39,26,0.9208814400993172
39,27,0.918653010552452
39,28,0.9197579143389198
39,29,0.9075418994413408
39,30,0.9075170701427684
39,31,0.9153320918684047
39,32,0.9197889509621353
39,33,0.9164245810055867
39,34,0.9219987585350713
39,35,0.9208876474239602
39,36,0.9220235878336437
39,37,0.9209062693978896
39,38,0.9208938547486033
39,39,0.9175232774674115
39,40,0.911973929236499
39,41,0.911973929236499
39,42,0.9186716325263811
39,43,0.9108876474239602
39,44,0.9097330850403476
39,45,0.918665425201738
39,46,0.9086281812538795
39,47,0.9175543140906269
39,48,0.918665425201738
39,49,0.9253258845437617
39,50,0.918665425201738
40,10,0.8975481067659838
40,11,0.9142209807572936
40,12,0.8886095592799503
40,13,0.8964369956548728
40,14,0.9031098696461826
40,15,0.9086343885785226
40,16,0.9019801365611422
40,17,0.9142023587833643
40,18,0.9019615145872129
40,19,0.9119801365611421
40,20,0.9119801365611421
40,21,0.9086468032278088
40,22,0.9097579143389198
40,23,0.9164245810055865
40,24,0.9074922408441962
40,25,0.9108814400993172
40,26,0.918653010552452
40,27,0.9086530105524518
40,28,0.9175294847920548
40,29,0.9097454996896337
40,30,0.9086281812538795
40,31,0.9242333954065798
40,32,0.9142085661080074
40,33,0.9075294847920545
40,34,0.913066418373681
40,35,0.9164307883302296
40,36,0.9242147734326505
40,37,0.9186592178770949
40,38,0.9264556176288019
40,39,0.9153258845437616
40,40,0.9275853507138423
40,41,0.9197579143389198
40,42,0.9153196772191186
40,43,0.9186778398510242
40,44,0.9197827436374922
40,45,0.9220111731843575
40,46,0.9130726256983239
40,47,0.9253507138423339
40,48,0.921973929236499
40,49,0.9208566108007448
40,50,0.9208566108007448
41,10,0.8897392923649907
41,11,0.9030726256983239
41,12,0.9075356921166977
41,13,0.9108752327746741
41,14,0.9008628181253879
41,15,0.9064121663563004
41,16,0.9119863438857851
41,17,0.9053134698944755
41,18,0.9164432029795158
41,19,0.918665425201738
41,20,0.9008628181253879
41,21,0.9075481067659839
41,22,0.9042023587833643
41,23,0.9164245810055865
41,24,0.9153134698944754
41,25,0.9153072625698323
41,26,0.9086530105524518
41,27,0.9142023587833643
41,28,0.9153569211669771
41,29,0.9131222842954687
41,30,0.9052886405959031
41,31,0.9142147734326505
41,32,0.9164307883302296
41,33,0.9164307883302296
41,34,0.9219987585350713
41,35,0.9242271880819366
41,36,0.9130974549968963
41,37,0.9220049658597145
41,38,0.9175543140906269
41,39,0.9142147734326505
41,40,0.9153258845437616
41,41,0.9230974549968962
41,42,0.9219987585350713
41,43,0.9108379888268157
41,44,0.9097579143389198
41,45,0.9175356921166976
41,46,0.9075356921166977
41,47,0.9197641216635629
41,48,0.9197641216635629
41,49,0.9175232774674115
41,50,0.9231098696461825
42,10,0.8953134698944755
42,11,0.8886343885785226
42,12,0.9075294847920545
42,13,0.9053258845437616
42,14,0.8953072625698324
42,15,0.901973929236499
42,16,0.9030912476722532
42,17,0.9130850403476101
42,18,0.8975108628181253
42,19,0.9164307883302298
42,20,0.9008379888268155
42,21,0.9075108628181253
42,22,0.9153134698944754
42,23,0.9153382991930478
42,24,0.9086405959031657
42,25,0.9052948479205462
42,26,0.9030353817504656
42,27,0.9052638112973309
42,28,0.9086095592799502
42,29,0.9153072625698323
42,30,0.9175170701427685
42,31,0.9119490999379266
42,32,0.905270018621974
42,33,0.9197641216635629
42,34,0.918665425201738
42,35,0.9130912476722534
42,36,0.9164369956548727
42,37,0.9231284916201117
42,38,0.9130912476722532
42,39,0.9186530105524519
42,40,0.9197827436374922
42,41,0.9186468032278088
42,42,0.9197454996896338
42,43,0.9286405959031658
42,44,0.9097392923649906
42,45,0.9197330850403477
42,46,0.9242209807572938
42,47,0.9108566108007448
42,48,0.904177529484792
42,49,0.9309186840471757
42,50,0.9097517070142768
43,10,0.8975170701427684
43,11,0.9030974549968963
43,12,0.8964245810055866
43,13,0.899764121663563
43,14,0.8952886405959031
43,15,0.9108814400993172
43,16,0.895270018621974
43,17,0.8963873370577282
43,18,0.9053134698944755
43,19,0.9075418994413408
43,20,0.9064121663563004
43,21,0.9075356921166977
43,22,0.9019428926132835
43,23,0.9220235878336437
43,24,0.9186530105524519
43,25,0.9064245810055865
43,26,0.9175294847920545
43,27,0.9186405959031656
43,28,0.9097330850403476
43,29,0.9186530105524519
43,30,0.9186778398510242
43,31,0.9097392923649906
43,32,0.9164121663563003
43,33,0.913078833022967
43,34,0.9064121663563004
43,35,0.9075170701427684
43,36,0.9131160769708255
43,37,0.9108566108007448
43,38,0.9141899441340782
43,39,0.9175232774674115
43,40,0.9197641216635629
43,41,0.9131036623215394
43,42,0.9197517070142768
43,43,0.9241961514587211
43,44,0.9231036623215394
43,45,0.9075046554934822
43,46,0.9242147734326505
43,47,0.9141651148355059
43,48,0.9242147734326505
43,49,0.9231036623215394
43,50,0.9286654252017381
44,10,0.8875170701427685
44,11,0.9008628181253879
44,12,0.9053072625698324
44,13,0.9119925512104283
44,14,0.8941589075108629
44,15,0.9008566108007449
44,16,0.9142209807572936
44,17,0.9030850403476102
44,18,0.9086592178770949
44,19,0.9131098696461825
44,20,0.9053010552451892
44,21,0.9108566108007448
44,22,0.910869025450031
44,23,0.9186778398510242
44,24,0.9097392923649906
44,25,0.9119677219118559
44,26,0.9108566108007448
44,27,0.9063935443823713
44,28,0.9130850403476101
44,29,0.9130974549968963
44,30,0.905276225946617
44,31,0.9052886405959031
44,32,0.9164245810055865
44,33,0.9141899441340782
44,34,0.9153258845437616
44,35,0.909764121663563
44,36,0.9152824332712601
44,37,0.9086343885785226
44,38,0.9208566108007448
44,39,0.9131098696461825
44,40,0.9175543140906269
44,41,0.9152886405959031
44,42,0.916455617628802
44,43,0.9220297951582868
44,44,0.9208628181253881
44,45,0.9197517070142769
44,46,0.9253320918684047
44,47,0.9231284916201117
44,48,0.9175294847920545
44,49,0.9175294847920545
44,50,0.9186530105524519
45,10,0.9075418994413408
45,11,0.891967721911856
45,12,0.899764121663563
45,13,0.9041899441340782
45,14,0.8964059590316573
45,15,0.9019677219118559
45,16,0.9042209807572936
45,17,0.9008131595282434
45,18,0.9041899441340782
45,19,0.9153320918684047
45,20,0.9108876474239602
45,21,0.9108876474239602
45,22,0.9164183736809435
45,23,0.9086281812538795
45,24,0.9086281812538795
45,25,0.9153134698944754
45,26,0.9208752327746741
45,27,0.9153134698944756
45,28,0.9208752327746741
45,29,0.9186530105524519
45,30,0.9186530105524519
45,31,0.9086157666045935
45,32,0.9220049658597145
45,33,0.9219987585350713
45,34,0.9231098696461825
45,35,0.9231160769708255
45,36,0.9186405959031656
45,37,0.9153010552451892
45,38,0.9220111731843575
45,39,0.9197579143389201
45,40,0.9197579143389201
45,41,0.9208504034761017
45,42,0.9208690254500311
45,43,0.9208690254500311
45,44,0.9108504034761017
45,45,0.9208690254500311
45,46,0.9175232774674116
45,47,0.9275667287399131
45,48,0.9275667287399131
45,49,0.9197517070142769
45,50,0.9242085661080075
46,10,0.8886033519553074
46,11,0.8886468032278089
46,12,0.9008628181253879
46,13,0.9075418994413408
46,14,0.9141961514587212
46,15,0.9075294847920545
46,16,0.9119553072625697
46,17,0.9086592178770949
46,18,0.9008379888268155
46,19,0.9119863438857851
46,20,0.9086219739292364
46,21,0.9141899441340782
46,22,0.9141899441340782
46,23,0.9097392923649906
46,24,0.9108628181253879
46,25,0.9130850403476101
46,26,0.9075046554934822
46,27,0.9197579143389198
46,28,0.9153445065176908
46,29,0.9097330850403476
46,30,0.9153010552451895
46,31,0.9175481067659839
46,32,0.9197827436374922
46,33,0.921973929236499
46,34,0.9175232774674116
46,35,0.9175232774674116
46,36,0.9119801365611421
46,37,0.9086219739292364
46,38,0.9141837368094352
46,39,0.9175294847920548
46,40,0.9175294847920548
46,41,0.9186405959031658
46,42,0.9186405959031658
46,43,0.9186405959031658
46,44,0.9186405959031658
46,45,0.9175543140906269
46,46,0.913078833022967
46,47,0.9231036623215394
46,48,0.91756052141527
46,49,0.9197517070142769
46,50,0.9197517070142769
47,10,0.9053134698944755
47,11,0.9030664183736808
47,12,0.8897517070142769
47,13,0.8863873370577281
47,14,0.9030974549968963
47,15,0.9131098696461825
47,16,0.9130664183736809
47,17,0.9119925512104283
47,18,0.9053134698944755
47,19,0.9197641216635629
47,20,0.9063935443823713
47,21,0.9119987585350714
47,22,0.9130850403476101
47,23,0.9053010552451892
47,24,0.9242023587833644
47,25,0.9130850403476101
47,26,0.9186530105524519
47,27,0.9041651148355058
47,28,0.9186468032278088
47,29,0.9175294847920548
47,30,0.9175418994413407
47,31,0.9197951582867784
47,32,0.9220173805090006
47,33,0.9186468032278088
47,34,0.9175356921166976
47,35,0.9264742396027312
47,36,0.9197765363128492
47,37,0.9231098696461825
47,38,0.9231098696461825
47,39,0.9197517070142769
47,40,0.9175232774674116
47,41,0.9186281812538797
47,42,0.9186281812538797
47,43,0.9164183736809435
47,44,0.9197392923649907
47,45,0.9197392923649907
47,46,0.9186281812538797
47,47,0.9186281812538797
47,48,0.9186281812538797
47,49,0.9186281812538797
47,50,0.9186281812538797
48,10,0.8964183736809435
48,11,0.9064245810055865
48,12,0.900869025450031
48,13,0.9008628181253879
48,14,0.900869025450031
48,15,0.9130974549968963
48,16,0.914183736809435
48,17,0.9053010552451892
48,18,0.9075356921166977
48,19,0.9097392923649906
48,20,0.9086592178770949
48,21,0.9142209807572936
48,22,0.9164245810055865
48,23,0.9053010552451892
48,24,0.9208628181253881
48,25,0.9097454996896337
48,26,0.9097392923649906
48,27,0.9086219739292364
48,28,0.910869025450031
48,29,0.9097392923649906
48,30,0.9097392923649906
48,31,0.9152948479205462
48,32,0.9153072625698323
48,33,0.9208938547486033
48,34,0.9153010552451892
48,35,0.9130850403476101
48,36,0.9175294847920545
48,37,0.9175729360645561
48,38,0.9175729360645561
48,39,0.9153010552451892
48,40,0.9231036623215394
48,41,0.9141899441340782
48,42,0.9153010552451892
48,43,0.9153072625698323
48,44,0.9164183736809435
48,45,0.92756052141527
48,46,0.92756052141527
48,47,0.9097517070142768
48,48,0.9075046554934822
48,49,0.911973929236499
48,50,0.9130850403476101
49,10,0.9019801365611422
49,11,0.8964059590316573
49,12,0.8986281812538796
49,13,0.909764121663563
49,14,0.9130850403476101
49,15,0.9141961514587212
49,16,0.9153134698944756
49,17,0.9064121663563004
49,18,0.9131036623215394
49,19,0.9131160769708255
49,20,0.9064369956548728
49,21,0.9119987585350714
49,22,0.9130974549968963
49,23,0.9064121663563004
49,24,0.9208628181253881
49,25,0.9064059590316573
49,26,0.9108628181253879
49,27,0.9119801365611421
49,28,0.9130912476722532
49,29,0.918665425201738
49,30,0.9131036623215394
49,31,0.9108628181253879
49,32,0.9086343885785226
49,33,0.9141651148355059
49,34,0.9164183736809435
49,35,0.9175294847920545
49,36,0.9153010552451892
49,37,0.9153072625698323
49,38,0.9197641216635629
49,39,0.9153072625698323
49,40,0.9175418994413407
49,41,0.9175418994413407
49,42,0.9130602110490379
49,43,0.9242147734326505
49,44,0.9175481067659839
49,45,0.9086281812538795
49,46,0.9164183736809435
49,47,0.9186343885785225
49,48,0.9242085661080074
49,49,0.9242209807572935
49,50,0.9231098696461825
50,10,0.8975418994413408
50,11,0.904239602731223
50,12,0.8886033519553074
50,13,0.9097454996896337
50,14,0.9153072625698325
50,15,0.8963997517070142
50,16,0.9142023587833645
50,17,0.910869025450031
50,18,0.9097703289882061
50,19,0.9153134698944754
50,20,0.9142333954065798
50,21,0.9108876474239602
50,22,0.9153134698944754
50,23,0.913078833022967
50,24,0.9064059590316573
50,25,0.9041837368094351
50,26,0.911973929236499
50,27,0.9075232774674115
50,28,0.9119801365611421
50,29,0.9153196772191186
50,30,0.9119863438857851
50,31,0.9130912476722532
50,32,0.9130912476722532
50,33,0.9152762259466168
50,34,0.9164183736809435
50,35,0.9152948479205462
50,36,0.9175294847920545
50,37,0.9242147734326505
50,38,0.9108441961514586
50,39,0.9175294847920545
50,40,0.9175418994413407
50,41,0.9175418994413407
50,42,0.9231036623215394
50,43,0.9253320918684047
50,44,0.9242209807572935
50,45,0.9253320918684047
50,46,0.9152948479205462
50,47,0.9242023587833643
50,48,0.9242023587833643
50,49,0.921973929236499
50,50,0.9242023587833643
